127.0.0.1 - - [26/Nov/2023:11:52:31 -0500] "GET / HTTP/1.1" 200 11428
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:24 -0500] "GET /reverselogic/js/modal.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:32 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:44 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:50 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:50 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:34:54 -0500] "GET /reverselogic/ReverseLogic?enviar=registerProd HTTP/1.1" 200 2509
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:35:12 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:42:40 -0500] "GET /reverselogic/ReverseLogic?enviar=registerProd HTTP/1.1" 200 2509
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:43:07 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 5740
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:10 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 7492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:15 -0500] "GET /reverselogic/css/usuario.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:15 -0500] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:15 -0500] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:15 -0500] "GET /reverselogic/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:15 -0500] "GET /reverselogic/css/cards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:16 -0500] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:54 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:54 -0500] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:54 -0500] "GET /reverselogic/img/facebook.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:54 -0500] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:54 -0500] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:54 -0500] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:55 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:57 -0500] "GET /reverselogic/ReverseLogic?enviar=registerProd HTTP/1.1" 200 2509
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:55:58 -0500] "GET /reverselogic/css/registrarEmple.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:56:19 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 8962
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:02 -0500] "POST /reverselogic/CerrarSesion HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:03 -0500] "GET /reverselogic/Login.jsp HTTP/1.1" 200 1436
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:03 -0500] "GET /reverselogic/css/Login.css HTTP/1.1" 200 2136
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:03 -0500] "GET /reverselogic/css/validacion.css HTTP/1.1" 200 528
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:03 -0500] "GET /reverselogic/js/validacion.js HTTP/1.1" 200 1830
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:04 -0500] "GET /reverselogic/img/fondo8.jpg HTTP/1.1" 200 172140
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "POST /reverselogic/Usuario HTTP/1.1" 200 7359
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/img/empleado.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/img/usuario.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/css/Menu.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/img/Producto.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/img/detallitos.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/img/cliente.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/img/prenda.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/img/devolucion.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:16:57:30 -0500] "GET /reverselogic/img/imgVenta.jpg HTTP/1.1" 304 -
