127.0.0.1 - - [26/Nov/2023:11:52:31 -0500] "GET / HTTP/1.1" 200 11428
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:15 -0500] "GET /reverselogic/img/empleado.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:15 -0500] "GET /reverselogic/img/usuario.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:15 -0500] "GET /reverselogic/img/cliente.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:15 -0500] "GET /reverselogic/img/detallitos.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:15 -0500] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:19 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3109
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:19 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:28 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 3143
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:28 -0500] "GET /reverselogic/css/cards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:28 -0500] "GET /reverselogic/js/modal.js HTTP/1.1" 200 2259
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:34 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:48:34 -0500] "GET /favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:49:00 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 4287
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:49:03 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:49:03 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:49:06 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:49:06 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:49:09 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:49:24 -0500] "POST /reverselogic/Venta HTTP/1.1" 200 11447
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:49:25 -0500] "GET /reverselogic/js/modal61.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:19 -0500] "POST /reverselogic/Venta HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:20 -0500] "GET /reverselogic/Venta?enviar=ConsultarVent HTTP/1.1" 200 9408
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:22 -0500] "POST /reverselogic/Venta HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:22 -0500] "GET /reverselogic/Venta?enviar=ConsultarVent HTTP/1.1" 200 7349
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:24 -0500] "POST /reverselogic/Venta HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:24 -0500] "GET /reverselogic/Venta?enviar=ConsultarVent HTTP/1.1" 200 5309
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:29 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:29 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:31 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:31 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:39 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:43 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:44 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:45 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3109
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:45 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:50:47 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:51:03 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 4287
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:51:10 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:51:10 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:51:12 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:51:13 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:51:16 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:52:13 -0500] "POST /reverselogic/Venta HTTP/1.1" 500 1426
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:52:41 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:52:41 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:52:43 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:52:43 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:52:46 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:52:46 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:52:48 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:53:12 -0500] "POST /reverselogic/Venta HTTP/1.1" 200 7349
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:55:18 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7277
0:0:0:0:0:0:0:1 - - [26/Nov/2023:12:55:18 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/css/usuario.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/img/facebook.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:25 -0500] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:27 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:27 -0500] "GET /reverselogic/css/registrarEmple.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:41 -0500] "POST /reverselogic/Venta HTTP/1.1" 200 7349
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:41 -0500] "GET /reverselogic/css/cards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:00:41 -0500] "GET /reverselogic/js/modal61.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:26 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7335
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/css/Menu.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/img/Producto.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/img/imgVenta.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/img/devolucion.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/img/empleado.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/img/detallitos.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/img/prenda.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/img/cliente.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/img/usuario.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:27 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:31 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7335
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:31 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:09:31 -0500] "GET /favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:27 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3109
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:28 -0500] "GET /reverselogic/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:28 -0500] "GET /reverselogic/css/usuario.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:29 -0500] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:29 -0500] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:29 -0500] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:29 -0500] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:29 -0500] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:29 -0500] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:30 -0500] "GET /reverselogic/img/facebook.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:30 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:30 -0500] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:58 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 3143
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:58 -0500] "GET /reverselogic/css/cards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:13:58 -0500] "GET /reverselogic/js/modal.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:14:15 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:14:38 -0500] "POST /reverselogic/ReverseLogic HTTP/1.1" 200 4287
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:14:43 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7335
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:14:43 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:14:46 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3544
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:14:46 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:14:50 -0500] "GET /reverselogic/Venta?enviar=registerVent HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:14:50 -0500] "GET /reverselogic/css/registrarEmple.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:15:13 -0500] "POST /reverselogic/Venta HTTP/1.1" 200 9408
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:15:14 -0500] "GET /reverselogic/js/modal61.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:15:19 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7335
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:15:19 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:15:21 -0500] "GET /reverselogic/ReverseLogic?enviar=producto HTTP/1.1" 200 3109
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:15:21 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:15:25 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 3143
0:0:0:0:0:0:0:1 - - [26/Nov/2023:13:15:25 -0500] "GET /reverselogic/ReverseLogic?enviar=ConsultarProd HTTP/1.1" 200 4286
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:27 -0500] "GET /reverselogic/css/usuario.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:27 -0500] "GET /reverselogic/css/cards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:27 -0500] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:27 -0500] "GET /reverselogic/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:27 -0500] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:27 -0500] "GET /reverselogic/js/modal.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:27 -0500] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:34 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/css/Menu.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/empleado.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/cliente.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/Producto.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/usuario.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/detallitos.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/prenda.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/imgVenta.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/devolucion.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/facebook.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:35 -0500] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:38 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:38 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:38 -0500] "GET /favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:39 -0500] "GET /reverselogic/index.jsp HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:39 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:52 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3546
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:52 -0500] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:52 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:10:52 -0500] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:11:06 -0500] "GET /reverselogic/Reportes?enviar=reporteVenta HTTP/1.1" 500 2126
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:11:50 -0500] "GET /reverselogic/Devolucion?enviar=devolucion HTTP/1.1" 200 3190
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:11:51 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:11:56 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:11:56 -0500] "GET /reverselogic/css/registrarEmple.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:14:39 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:14:40 -0500] "GET /reverselogic/js/modal3.js HTTP/1.1" 200 2220
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:19:17 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:19:50 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:23:15 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:23:31 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:25:15 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:51 -0500] "GET /reverselogic/Devolucion?enviar=devolucion HTTP/1.1" 200 3190
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:51 -0500] "GET /reverselogic/img/usuario-de-perfil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/css/usuario.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/img/registrarUsu.avif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/img/logo-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/img/facebook.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/img/whatsapp.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/img/consultarUsu.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/img/instagram%20(1).png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:52 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:31:54 -0500] "GET /Crud/reverselogic/reverselogic/src/main/webapp/index.jsp HTTP/1.1" 404 745
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:32:10 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3546
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:32:10 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:32:15 -0500] "GET /reverselogic/Reportes?enviar=reporteVenta HTTP/1.1" 500 2068
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:39:05 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:39:19 -0500] "GET /reverselogic/Reportes?enviar=reporteVenta HTTP/1.1" 500 2088
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:42:44 -0500] "GET /reverselogic/Reportes?enviar=reporteVenta HTTP/1.1" 404 712
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:42:44 -0500] "GET /favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:42:47 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:42:48 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:42:49 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:45:45 -0500] "GET /reverselogic/Venta?enviar=venta HTTP/1.1" 200 3546
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:45:46 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:45:47 -0500] "GET /reverselogic/img/fondoMenu.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:45:52 -0500] "GET /reverselogic/Reportes?enviar=reporteVenta HTTP/1.1" 500 2094
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:46:34 -0500] "POST /reverselogic/LogoutServlet HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:46:54 -0500] "GET /reverselogic/Empleado?enviar=empleado HTTP/1.1" 200 3108
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:46:54 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:46:59 -0500] "POST /reverselogic/LogoutServlet HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:49:31 -0500] "GET /reverselogic/Devolucion?enviar=devolucion HTTP/1.1" 200 3142
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:49:31 -0500] "GET /reverselogic/js/menu.js HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:49:35 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:49:35 -0500] "GET /reverselogic/css/registrarEmple.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:49:50 -0500] "POST /reverselogic/Devolucion HTTP/1.1" 200 2849
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:49:50 -0500] "GET /reverselogic/js/modal3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:49:50 -0500] "GET /reverselogic/css/cards.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Nov/2023:14:50:59 -0500] "GET /reverselogic/Devolucion?enviar=registerDevo HTTP/1.1" 200 2492
